category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day_of_week,order_hour,shipping_delay_days
Electronics,29.37,3,Delivered,Credit Card,Mobile,Social,New,10,5,14,5.0
Electronics,425.7,2,Delivered,Apple Pay,Tablet,Social,Returning,10,5,14,7.0
Beauty,234.55,5,Delivered,PayPal,Mobile,Paid Search,Returning,10,5,14,3.0
Toys,67.96,1,Delivered,Debit Card,Desktop,Paid Search,VIP,10,5,14,5.0
Books,484.45,1,Delivered,Credit Card,Tablet,Email,Returning,10,5,14,2.0
Electronics,15.19,2,Delivered,Credit Card,Desktop,Social,Returning,10,6,14,3.0
Home,44.88,3,Delivered,PayPal,Mobile,Email,VIP,10,6,14,6.0
Home,46.43,2,Delivered,Apple Pay,Desktop,Social,VIP,10,6,14,3.0
Clothing,476.21,3,Delivered,Google Pay,Tablet,Paid Search,VIP,10,6,14,7.0
Electronics,445.37,2,Returned,Debit Card,Mobile,Paid Search,Returning,10,6,14,2.0
Toys,109.34,1,Delivered,Credit Card,Desktop,Organic,Returning,10,6,14,4.0
Toys,194.84,1,Delivered,Google Pay,Tablet,Paid Search,VIP,10,6,14,1.0
Books,375.08,2,Delivered,Credit Card,Tablet,Social,Returning,10,6,14,5.0
Electronics,257.78,1,Delivered,Debit Card,Mobile,Paid Search,VIP,10,6,14,2.0
Toys,301.92,2,Delivered,Debit Card,Desktop,Organic,VIP,10,6,14,7.0
Toys,241.62,2,Shipped,Credit Card,Tablet,Email,Returning,10,6,14,4.0
Clothing,6.55,2,Delivered,Google Pay,Desktop,Organic,Returning,10,6,14,7.0
Toys,448.94,2,Delivered,Google Pay,Desktop,Email,Returning,10,6,14,3.0
Electronics,450.26,3,Delivered,Credit Card,Desktop,Social,Returning,10,6,14,1.0
Home,257.47,2,Delivered,Google Pay,Desktop,Email,Returning,10,6,14,6.0
Books,11.8,1,Delivered,PayPal,Tablet,Social,VIP,10,6,14,2.0
Toys,125.09,3,Delivered,Apple Pay,Mobile,Organic,Returning,10,6,14,1.0
Books,313.65,5,Delivered,Apple Pay,Tablet,Email,Returning,10,6,14,2.0
Beauty,199.38,4,Delivered,Apple Pay,Desktop,Organic,VIP,10,6,14,6.0
Toys,171.13,3,Delivered,Apple Pay,Desktop,Organic,Returning,10,6,14,4.0
Clothing,67.11,4,Delivered,Google Pay,Mobile,Paid Search,VIP,10,6,14,5.0
Clothing,322.73,7,Shipped,Google Pay,Desktop,Email,VIP,10,6,14,1.0
Beauty,12.67,4,Delivered,Apple Pay,Desktop,Social,VIP,10,6,14,6.0
Home,475.15,1,Shipped,Debit Card,Mobile,Social,VIP,10,6,14,5.0
Books,39.3,2,Shipped,Apple Pay,Mobile,Email,VIP,10,6,14,2.0
Home,497.6,3,Shipped,Google Pay,Mobile,Organic,VIP,10,6,14,6.0
Home,18.5,1,Delivered,Credit Card,Tablet,Organic,Returning,10,6,14,1.0
Books,196.32,3,Delivered,Credit Card,Desktop,Social,Returning,10,6,14,5.0
Toys,158.95,6,Delivered,Apple Pay,Tablet,Organic,VIP,10,6,14,6.0
Home,244.11,4,Shipped,PayPal,Desktop,Organic,Returning,10,6,14,2.0
Home,416.23,2,Returned,PayPal,Tablet,Social,VIP,10,0,14,4.0
Electronics,405.06,1,Delivered,PayPal,Desktop,Email,New,10,0,14,5.0
Clothing,6.85,3,Delivered,Debit Card,Desktop,Paid Search,VIP,10,0,14,3.0
Home,288.1,2,Pending,Apple Pay,Tablet,Paid Search,VIP,10,0,14,5.0
Electronics,473.38,2,Delivered,Credit Card,Mobile,Paid Search,Returning,10,0,14,5.0
Beauty,151.27,3,Delivered,PayPal,Mobile,Email,Returning,10,0,14,2.0
Toys,106.89,1,Delivered,Debit Card,Desktop,Social,VIP,10,0,14,5.0
Clothing,206.56,1,Delivered,Debit Card,Tablet,Social,VIP,10,0,14,5.0
Beauty,449.7,1,Delivered,Apple Pay,Mobile,Social,VIP,10,0,14,1.0
Electronics,79.45,2,Delivered,PayPal,Tablet,Organic,Returning,10,0,14,5.0
Home,6.34,2,Shipped,PayPal,Desktop,Organic,Returning,10,0,14,4.0
Toys,418.87,2,Delivered,PayPal,Mobile,Social,Returning,10,0,14,7.0
Books,104.68,2,Returned,Debit Card,Mobile,Social,VIP,10,0,14,6.0
Clothing,172.12,2,Delivered,Debit Card,Tablet,Social,VIP,10,0,14,7.0
Home,299.65,2,Shipped,Apple Pay,Mobile,Social,Returning,10,0,14,3.0
Home,248.94,1,Delivered,PayPal,Desktop,Paid Search,VIP,10,0,14,4.0
Electronics,313.53,1,Delivered,PayPal,Mobile,Paid Search,VIP,10,0,14,2.0
Toys,16.23,3,Delivered,PayPal,Mobile,Email,VIP,10,0,14,2.0
Books,390.31,1,Delivered,Apple Pay,Desktop,Paid Search,Returning,10,0,14,5.0
Home,293.73,2,Delivered,PayPal,Desktop,Paid Search,Returning,10,0,14,2.0
Clothing,302.39,1,Shipped,Credit Card,Mobile,Paid Search,VIP,10,0,14,4.0
Clothing,250.24,5,Shipped,Google Pay,Tablet,Social,VIP,10,0,14,6.0
Toys,261.43,1,Shipped,Google Pay,Mobile,Paid Search,VIP,10,0,14,4.0
Home,132.21,1,Delivered,Debit Card,Desktop,Paid Search,Returning,10,0,14,6.0
Beauty,51.11,2,Delivered,PayPal,Tablet,Email,VIP,10,0,14,2.0
Books,116.56,2,Delivered,Credit Card,Tablet,Social,Returning,10,0,14,5.0
Beauty,237.47,1,Delivered,Google Pay,Mobile,Organic,VIP,10,0,14,1.0
Home,102.9,3,Delivered,Credit Card,Tablet,Social,VIP,10,0,14,7.0
Books,151.52,2,Delivered,PayPal,Mobile,Social,VIP,10,0,14,2.0
Beauty,40.92,1,Delivered,Apple Pay,Tablet,Paid Search,Returning,10,0,14,2.0
Home,124.12,2,Delivered,Google Pay,Mobile,Email,VIP,10,1,14,1.0
Toys,417.01,1,Delivered,Credit Card,Mobile,Email,Returning,10,1,14,6.0
Beauty,255.0,2,Shipped,Apple Pay,Mobile,Email,VIP,10,1,14,4.0
Beauty,16.67,2,Delivered,Debit Card,Desktop,Paid Search,VIP,10,1,14,1.0
Clothing,278.8,1,Delivered,Credit Card,Mobile,Paid Search,VIP,10,1,14,4.0
Toys,74.21,3,Delivered,Credit Card,Tablet,Paid Search,VIP,10,1,14,2.0
Toys,356.09,2,Shipped,PayPal,Mobile,Social,VIP,10,1,14,3.0
Electronics,456.19,5,Delivered,PayPal,Desktop,Organic,Returning,10,1,14,7.0
Books,427.6,1,Delivered,PayPal,Tablet,Organic,VIP,10,1,14,1.0
Beauty,398.53,1,Shipped,PayPal,Desktop,Social,Returning,10,1,14,4.0
Toys,380.74,1,Delivered,PayPal,Mobile,Paid Search,VIP,10,1,14,6.0
Electronics,343.26,3,Delivered,Credit Card,Mobile,Organic,VIP,10,1,14,4.0
Beauty,371.43,5,Delivered,Credit Card,Desktop,Email,VIP,10,1,14,2.0
Books,339.33,6,Delivered,Google Pay,Tablet,Paid Search,Returning,10,1,14,3.0
Books,312.94,2,Delivered,Debit Card,Desktop,Paid Search,VIP,10,1,14,7.0
Electronics,434.69,5,Delivered,Google Pay,Tablet,Paid Search,VIP,10,1,14,5.0
Beauty,371.75,1,Delivered,Google Pay,Mobile,Email,Returning,10,1,14,5.0
Clothing,422.98,1,Shipped,Debit Card,Mobile,Social,VIP,10,1,14,7.0
Clothing,25.91,4,Delivered,Credit Card,Desktop,Paid Search,VIP,10,1,14,6.0
Electronics,87.08,1,Delivered,Google Pay,Desktop,Social,VIP,10,1,14,2.0
Clothing,423.97,1,Delivered,Apple Pay,Desktop,Organic,Returning,10,1,14,3.0
Beauty,81.0,4,Delivered,Credit Card,Desktop,Paid Search,VIP,10,1,14,7.0
Clothing,309.24,1,Delivered,Apple Pay,Tablet,Email,New,10,1,14,4.0
Clothing,393.3,2,Delivered,PayPal,Mobile,Organic,VIP,10,1,14,7.0
Books,242.36,4,Shipped,Apple Pay,Desktop,Email,Returning,10,1,14,1.0
Home,498.02,2,Delivered,Debit Card,Mobile,Social,VIP,10,1,14,6.0
Electronics,414.36,1,Delivered,Apple Pay,Desktop,Social,VIP,10,1,14,5.0
Electronics,319.34,1,Shipped,PayPal,Tablet,Email,Returning,10,1,14,5.0
Books,375.52,2,Delivered,Credit Card,Tablet,Email,Returning,10,2,14,1.0
Home,490.63,2,Delivered,Apple Pay,Desktop,Email,VIP,10,2,14,4.0
Books,72.22,1,Shipped,PayPal,Mobile,Organic,Returning,10,2,14,7.0
Clothing,46.99,2,Delivered,Apple Pay,Desktop,Paid Search,Returning,10,2,14,5.0
Electronics,27.28,2,Returned,Google Pay,Desktop,Paid Search,VIP,10,2,14,1.0
Electronics,269.39,1,Delivered,Debit Card,Desktop,Social,VIP,10,2,14,4.0
Toys,356.44,1,Shipped,Debit Card,Desktop,Organic,Returning,10,2,14,5.0
Books,251.13,1,Delivered,PayPal,Desktop,Paid Search,Returning,10,2,14,7.0
Beauty,38.93,3,Delivered,Debit Card,Tablet,Social,Returning,10,2,14,1.0
Clothing,122.85,1,Delivered,PayPal,Mobile,Paid Search,Returning,10,2,14,1.0
Beauty,151.53,3,Delivered,Credit Card,Desktop,Social,VIP,10,2,14,5.0
Books,161.48,3,Delivered,Apple Pay,Mobile,Email,Returning,10,2,14,7.0
Clothing,466.13,1,Delivered,Google Pay,Desktop,Paid Search,VIP,10,2,14,2.0
Beauty,218.39,2,Delivered,Debit Card,Tablet,Organic,VIP,10,2,14,4.0
Clothing,98.34,2,Shipped,Credit Card,Mobile,Organic,Returning,10,2,14,6.0
Books,115.45,2,Delivered,Google Pay,Mobile,Paid Search,VIP,10,2,14,1.0
Toys,179.94,5,Delivered,Debit Card,Mobile,Email,VIP,10,2,14,4.0
Clothing,480.7,1,Delivered,Google Pay,Desktop,Paid Search,VIP,10,2,14,2.0
Home,257.89,1,Delivered,Debit Card,Tablet,Social,VIP,10,2,14,1.0
Electronics,456.81,4,Delivered,Credit Card,Mobile,Social,New,10,2,14,6.0
Electronics,442.15,2,Pending,PayPal,Tablet,Organic,VIP,10,2,14,7.0
Beauty,408.81,1,Delivered,Google Pay,Tablet,Paid Search,Returning,10,2,14,2.0
Electronics,363.48,2,Pending,Credit Card,Tablet,Organic,VIP,10,2,14,2.0
Clothing,288.84,3,Delivered,PayPal,Mobile,Paid Search,VIP,10,2,14,3.0
Toys,16.53,1,Delivered,Apple Pay,Desktop,Organic,Returning,10,2,14,5.0
Electronics,189.8,2,Delivered,PayPal,Mobile,Social,Returning,10,2,14,3.0
Books,144.54,4,Delivered,Apple Pay,Desktop,Email,VIP,10,2,14,5.0
Beauty,172.73,3,Delivered,Google Pay,Tablet,Organic,VIP,10,2,14,2.0
Beauty,285.16,4,Delivered,Google Pay,Tablet,Email,VIP,10,2,14,5.0
Electronics,134.93,1,Returned,Google Pay,Mobile,Email,Returning,10,2,14,3.0
Toys,94.97,2,Delivered,Apple Pay,Mobile,Organic,VIP,10,2,14,6.0
Books,456.53,3,Delivered,Credit Card,Desktop,Organic,Returning,10,3,14,1.0
Beauty,48.95,1,Delivered,Apple Pay,Desktop,Email,VIP,10,3,14,4.0
Clothing,53.68,2,Delivered,Debit Card,Desktop,Organic,VIP,10,3,14,2.0
Electronics,314.48,1,Delivered,Google Pay,Mobile,Organic,VIP,10,3,14,4.0
Toys,205.88,1,Delivered,Google Pay,Tablet,Organic,VIP,10,3,14,5.0
Clothing,144.72,2,Delivered,PayPal,Mobile,Social,New,10,3,14,6.0
Books,227.6,7,Pending,Credit Card,Desktop,Social,VIP,10,3,14,3.0
Electronics,370.74,1,Delivered,PayPal,Tablet,Social,VIP,10,3,14,6.0
Electronics,339.0,2,Shipped,Credit Card,Desktop,Email,VIP,10,3,14,3.0
Electronics,374.68,1,Pending,Debit Card,Desktop,Email,VIP,10,3,14,1.0
Toys,112.65,1,Delivered,Debit Card,Tablet,Organic,VIP,10,3,14,1.0
Electronics,423.61,1,Delivered,Credit Card,Desktop,Social,Returning,10,3,14,1.0
Beauty,461.94,2,Delivered,PayPal,Desktop,Social,New,10,3,14,1.0
Toys,447.3,2,Shipped,PayPal,Desktop,Social,VIP,10,3,14,4.0
Clothing,54.37,2,Delivered,Debit Card,Tablet,Email,VIP,10,3,14,2.0
Electronics,404.23,2,Delivered,Apple Pay,Tablet,Organic,Returning,10,3,14,6.0
Electronics,323.44,2,Delivered,Apple Pay,Desktop,Social,VIP,10,3,14,1.0
Beauty,302.16,1,Delivered,PayPal,Tablet,Social,VIP,10,3,14,1.0
Toys,380.73,3,Delivered,PayPal,Mobile,Organic,Returning,10,3,14,3.0
Toys,134.02,1,Delivered,Google Pay,Tablet,Email,VIP,10,3,14,7.0
Electronics,319.96,2,Shipped,Debit Card,Desktop,Social,VIP,10,3,14,3.0
Home,331.25,2,Delivered,Google Pay,Tablet,Paid Search,VIP,10,3,14,1.0
Home,415.81,3,Delivered,Debit Card,Mobile,Email,New,10,3,14,7.0
Clothing,131.41,2,Delivered,Credit Card,Tablet,Organic,VIP,10,3,14,4.0
Clothing,19.3,1,Delivered,PayPal,Tablet,Organic,Returning,10,3,14,7.0
Home,98.43,2,Shipped,Debit Card,Desktop,Organic,Returning,10,3,14,4.0
Books,282.05,3,Delivered,Credit Card,Tablet,Email,VIP,10,3,14,3.0
Books,170.1,4,Delivered,Credit Card,Desktop,Paid Search,Returning,10,3,14,7.0
Beauty,195.51,1,Delivered,PayPal,Desktop,Email,VIP,10,3,14,7.0
Electronics,212.61,3,Delivered,Debit Card,Tablet,Organic,New,10,3,14,1.0
Clothing,244.78,2,Shipped,Apple Pay,Mobile,Email,VIP,10,3,14,2.0
Toys,302.96,1,Delivered,Credit Card,Desktop,Paid Search,Returning,10,3,14,7.0
Toys,313.72,1,Returned,PayPal,Tablet,Email,Returning,10,3,14,7.0
Clothing,58.2,4,Delivered,Credit Card,Tablet,Social,Returning,10,3,14,6.0
Books,488.1,3,Delivered,Credit Card,Tablet,Organic,Returning,10,3,14,7.0
Beauty,422.69,1,Delivered,Credit Card,Mobile,Social,Returning,10,3,14,5.0
Electronics,99.28,2,Delivered,Google Pay,Mobile,Social,VIP,10,3,14,4.0
Toys,356.65,1,Delivered,Apple Pay,Desktop,Email,Returning,10,3,14,4.0
Electronics,26.56,2,Shipped,PayPal,Desktop,Email,Returning,10,3,14,2.0
Toys,226.73,2,Shipped,Google Pay,Tablet,Organic,VIP,10,3,14,3.0
Beauty,161.23,2,Delivered,Google Pay,Mobile,Email,Returning,10,4,14,5.0
Books,452.35,2,Delivered,Google Pay,Mobile,Paid Search,VIP,10,4,14,7.0
Books,362.17,1,Delivered,Google Pay,Mobile,Email,VIP,10,4,14,6.0
Electronics,291.89,1,Delivered,Debit Card,Tablet,Paid Search,VIP,10,4,14,4.0
Books,308.32,2,Delivered,PayPal,Mobile,Social,Returning,10,4,14,6.0
Home,290.35,2,Delivered,Debit Card,Tablet,Social,VIP,10,4,14,6.0
Toys,219.27,1,Delivered,PayPal,Mobile,Paid Search,Returning,10,4,14,2.0
Books,382.9,2,Delivered,PayPal,Tablet,Paid Search,VIP,10,4,14,7.0
Books,475.95,3,Delivered,Apple Pay,Desktop,Email,Returning,10,4,14,1.0
Home,67.45,1,Delivered,Apple Pay,Mobile,Organic,Returning,10,4,14,3.0
Clothing,93.43,1,Pending,PayPal,Mobile,Email,Returning,10,4,14,6.0
Electronics,487.81,1,Delivered,Apple Pay,Mobile,Email,VIP,10,4,14,6.0
Clothing,337.38,3,Delivered,Apple Pay,Tablet,Organic,VIP,10,4,14,6.0
Books,65.41,2,Delivered,Debit Card,Desktop,Social,VIP,10,4,14,4.0
Books,162.52,2,Shipped,Apple Pay,Tablet,Email,Returning,10,4,14,5.0
Clothing,20.19,2,Delivered,Debit Card,Tablet,Organic,VIP,10,4,14,6.0
Home,395.72,2,Delivered,Debit Card,Tablet,Email,Returning,10,4,14,6.0
Books,429.29,1,Delivered,Credit Card,Tablet,Social,VIP,10,4,14,1.0
Books,367.88,1,Returned,Apple Pay,Tablet,Social,VIP,10,4,14,1.0
Clothing,220.0,6,Delivered,Apple Pay,Desktop,Paid Search,VIP,10,4,14,5.0
Toys,335.07,1,Shipped,Credit Card,Mobile,Organic,Returning,10,4,14,5.0
Beauty,328.9,1,Shipped,Google Pay,Mobile,Email,VIP,10,4,14,4.0
Clothing,488.11,1,Delivered,Apple Pay,Tablet,Social,VIP,10,4,14,4.0
Clothing,69.99,2,Delivered,Apple Pay,Desktop,Organic,Returning,10,4,14,2.0
Toys,152.23,2,Delivered,PayPal,Mobile,Email,VIP,10,4,14,4.0
Home,154.1,3,Shipped,Debit Card,Desktop,Social,VIP,10,4,14,2.0
Beauty,333.9,1,Delivered,Debit Card,Tablet,Email,New,10,5,14,3.0
Clothing,370.86,1,Delivered,Debit Card,Mobile,Paid Search,VIP,10,5,14,1.0
Electronics,379.74,3,Delivered,Debit Card,Desktop,Organic,VIP,10,5,14,4.0
Electronics,8.71,2,Delivered,Credit Card,Desktop,Paid Search,Returning,10,5,14,3.0
Clothing,218.33,1,Delivered,Debit Card,Tablet,Paid Search,Returning,10,5,14,7.0
Beauty,28.15,1,Shipped,PayPal,Tablet,Paid Search,Returning,10,5,14,4.0
Books,423.22,2,Delivered,Apple Pay,Desktop,Social,VIP,10,5,14,6.0
Home,469.09,2,Delivered,Credit Card,Mobile,Paid Search,VIP,10,5,14,3.0
Electronics,487.55,3,Delivered,Apple Pay,Desktop,Paid Search,Returning,10,5,14,6.0
Electronics,28.05,3,Delivered,PayPal,Tablet,Social,VIP,10,5,14,1.0
Toys,374.49,4,Delivered,Debit Card,Desktop,Email,New,10,5,14,4.0
Books,256.37,1,Delivered,Apple Pay,Desktop,Organic,Returning,10,5,14,6.0
Beauty,263.39,1,Delivered,Apple Pay,Tablet,Email,Returning,10,5,14,6.0
Books,32.59,1,Delivered,Credit Card,Desktop,Email,VIP,10,5,14,7.0
Electronics,137.2,2,Pending,Debit Card,Tablet,Organic,Returning,10,5,14,7.0
Beauty,380.3,1,Delivered,PayPal,Mobile,Paid Search,VIP,10,5,14,1.0
Home,33.35,3,Delivered,Debit Card,Desktop,Paid Search,VIP,10,5,14,7.0
Electronics,311.0,3,Shipped,Debit Card,Tablet,Email,VIP,10,5,14,1.0
Clothing,387.13,3,Delivered,Credit Card,Tablet,Social,Returning,10,5,14,2.0
Electronics,402.33,1,Delivered,Google Pay,Mobile,Email,VIP,10,5,14,5.0
Books,32.17,2,Delivered,PayPal,Desktop,Email,VIP,10,5,14,6.0
Books,270.97,1,Delivered,Debit Card,Desktop,Paid Search,Returning,10,5,14,7.0
Electronics,319.71,1,Delivered,Apple Pay,Tablet,Social,VIP,10,5,14,6.0
Books,270.44,4,Delivered,Apple Pay,Tablet,Social,VIP,10,5,14,5.0
Beauty,165.61,4,Shipped,PayPal,Tablet,Organic,VIP,10,5,14,2.0
Clothing,475.43,2,Shipped,Credit Card,Desktop,Social,VIP,10,5,14,5.0
Electronics,46.62,2,Shipped,PayPal,Desktop,Paid Search,VIP,10,5,14,4.0
Electronics,175.71,3,Shipped,Apple Pay,Desktop,Paid Search,VIP,10,5,14,4.0
Beauty,443.84,1,Returned,Credit Card,Tablet,Social,VIP,10,6,14,4.0
Clothing,89.61,4,Delivered,PayPal,Desktop,Organic,Returning,10,6,14,2.0
Beauty,367.04,3,Delivered,PayPal,Tablet,Organic,New,10,6,14,1.0
Electronics,473.06,3,Shipped,Apple Pay,Mobile,Organic,Returning,10,6,14,2.0
Clothing,343.48,3,Delivered,Google Pay,Mobile,Social,Returning,10,6,14,1.0
Toys,203.96,2,Returned,Apple Pay,Tablet,Social,VIP,10,6,14,4.0
Books,97.71,4,Delivered,Debit Card,Mobile,Social,VIP,10,6,14,6.0
Toys,83.99,1,Delivered,Google Pay,Desktop,Organic,Returning,10,6,14,7.0
Books,25.25,1,Returned,Apple Pay,Mobile,Email,VIP,10,6,14,2.0
Beauty,256.09,3,Shipped,Debit Card,Mobile,Email,VIP,10,6,14,7.0
Electronics,92.83,6,Delivered,Debit Card,Mobile,Email,Returning,10,6,14,2.0
Beauty,31.5,1,Shipped,PayPal,Desktop,Organic,VIP,10,6,14,2.0
Home,422.06,3,Delivered,Google Pay,Mobile,Email,New,10,6,14,1.0
Toys,340.64,3,Delivered,Credit Card,Tablet,Social,Returning,10,6,14,3.0
Books,99.12,2,Shipped,Google Pay,Desktop,Email,Returning,10,6,14,1.0
Beauty,315.26,4,Delivered,Google Pay,Tablet,Organic,VIP,10,6,14,1.0
Books,63.67,1,Delivered,Apple Pay,Tablet,Email,Returning,10,6,14,3.0
Clothing,319.28,2,Pending,Debit Card,Tablet,Organic,VIP,10,6,14,2.0
Books,8.78,3,Delivered,Google Pay,Desktop,Paid Search,Returning,10,6,14,6.0
Clothing,451.58,2,Delivered,PayPal,Desktop,Organic,VIP,10,6,14,2.0
Books,168.93,1,Delivered,Google Pay,Tablet,Social,VIP,10,6,14,7.0
Beauty,245.75,1,Delivered,PayPal,Tablet,Social,VIP,10,6,14,5.0
Beauty,417.85,3,Delivered,Apple Pay,Mobile,Social,VIP,10,0,14,7.0
Clothing,328.7,3,Delivered,Apple Pay,Tablet,Paid Search,Returning,10,0,14,1.0
Clothing,291.33,3,Delivered,Google Pay,Tablet,Paid Search,VIP,10,0,14,6.0
Home,207.22,2,Delivered,Debit Card,Desktop,Email,VIP,10,0,14,1.0
Electronics,466.43,3,Delivered,Google Pay,Mobile,Social,Returning,10,0,14,4.0
Electronics,274.55,3,Delivered,Google Pay,Mobile,Social,Returning,10,0,14,6.0
Toys,389.93,4,Shipped,Debit Card,Desktop,Paid Search,Returning,10,0,14,5.0
Home,379.32,5,Delivered,Google Pay,Tablet,Social,VIP,10,0,14,3.0
Home,80.16,1,Delivered,Apple Pay,Mobile,Organic,VIP,10,0,14,2.0
Beauty,343.26,4,Delivered,Debit Card,Mobile,Paid Search,Returning,10,0,14,7.0
Beauty,467.71,4,Delivered,Apple Pay,Tablet,Social,VIP,10,0,14,5.0
Home,25.12,2,Pending,Debit Card,Mobile,Email,VIP,10,0,14,7.0
Beauty,323.05,2,Shipped,PayPal,Desktop,Email,VIP,10,0,14,2.0
Electronics,342.01,1,Shipped,Apple Pay,Tablet,Email,VIP,10,0,14,7.0
Clothing,122.43,1,Delivered,PayPal,Desktop,Organic,VIP,10,0,14,6.0
Electronics,199.71,1,Delivered,PayPal,Tablet,Paid Search,Returning,10,0,14,6.0
Toys,456.73,1,Delivered,PayPal,Mobile,Paid Search,VIP,10,0,14,2.0
Home,193.34,1,Pending,Google Pay,Tablet,Social,VIP,10,0,14,1.0
Clothing,222.42,1,Delivered,PayPal,Tablet,Paid Search,VIP,10,0,14,2.0
Clothing,43.9,2,Delivered,PayPal,Desktop,Paid Search,VIP,10,0,14,5.0
Beauty,245.78,1,Delivered,PayPal,Desktop,Organic,Returning,10,0,14,7.0
Toys,388.23,2,Pending,PayPal,Tablet,Paid Search,Returning,10,0,14,3.0
Home,394.17,1,Shipped,PayPal,Tablet,Paid Search,VIP,10,0,14,1.0
Toys,264.26,3,Delivered,Debit Card,Mobile,Email,VIP,10,0,14,6.0
Books,487.16,1,Delivered,PayPal,Desktop,Organic,VIP,10,0,14,7.0
Home,449.92,4,Shipped,PayPal,Desktop,Social,Returning,10,0,14,7.0
Electronics,199.92,2,Delivered,Credit Card,Tablet,Email,VIP,10,0,14,3.0
Toys,193.22,1,Delivered,PayPal,Mobile,Email,Returning,10,0,14,1.0
Books,280.43,2,Delivered,PayPal,Mobile,Paid Search,Returning,10,1,14,4.0
Clothing,144.34,2,Shipped,Google Pay,Mobile,Social,VIP,10,1,14,2.0
Electronics,415.86,5,Pending,PayPal,Desktop,Organic,VIP,10,1,14,5.0
Electronics,485.32,1,Pending,Credit Card,Desktop,Organic,Returning,10,1,14,7.0
Beauty,487.36,2,Delivered,Debit Card,Mobile,Organic,Returning,10,1,14,2.0
Home,300.97,1,Delivered,Debit Card,Desktop,Organic,Returning,10,1,14,7.0
Home,358.65,4,Shipped,Credit Card,Tablet,Social,VIP,10,1,14,6.0
Toys,70.88,5,Delivered,Google Pay,Desktop,Social,VIP,10,1,14,3.0
Electronics,35.3,1,Delivered,Google Pay,Tablet,Organic,Returning,10,1,14,3.0
Toys,172.26,2,Delivered,Credit Card,Mobile,Social,VIP,10,1,14,5.0
Clothing,199.98,2,Delivered,Apple Pay,Desktop,Paid Search,VIP,10,1,14,7.0
Beauty,300.2,3,Delivered,Credit Card,Tablet,Paid Search,VIP,10,1,14,1.0
Clothing,182.75,1,Delivered,Google Pay,Mobile,Social,VIP,10,1,14,3.0
Beauty,361.72,3,Delivered,Google Pay,Mobile,Organic,VIP,10,1,14,6.0
Toys,288.98,3,Returned,PayPal,Desktop,Email,New,10,1,14,7.0
Home,63.43,1,Shipped,Debit Card,Mobile,Email,VIP,10,1,14,7.0
Books,222.72,3,Delivered,Debit Card,Desktop,Paid Search,VIP,10,1,14,7.0
Home,420.91,4,Delivered,PayPal,Mobile,Email,VIP,10,1,14,1.0
Beauty,131.35,4,Delivered,Debit Card,Mobile,Organic,Returning,10,1,14,6.0
Clothing,319.15,5,Delivered,Credit Card,Tablet,Paid Search,Returning,10,2,14,6.0
Beauty,81.43,1,Shipped,Apple Pay,Tablet,Social,VIP,10,2,14,4.0
Clothing,307.33,1,Delivered,Apple Pay,Desktop,Email,VIP,10,2,14,5.0
Home,83.3,2,Delivered,Credit Card,Tablet,Paid Search,Returning,10,2,14,7.0
Electronics,228.19,4,Delivered,Apple Pay,Tablet,Paid Search,VIP,10,2,14,4.0
Home,75.77,1,Delivered,Credit Card,Desktop,Paid Search,VIP,10,2,14,7.0
Home,165.87,1,Delivered,Credit Card,Tablet,Organic,Returning,10,2,14,2.0
Toys,9.02,1,Delivered,PayPal,Mobile,Social,Returning,10,2,14,2.0
Electronics,359.44,4,Shipped,Credit Card,Tablet,Email,Returning,10,2,14,4.0
Electronics,152.73,2,Delivered,Google Pay,Tablet,Email,VIP,10,2,14,4.0
Toys,355.3,1,Delivered,Debit Card,Desktop,Social,Returning,10,2,14,7.0
Clothing,360.63,5,Shipped,Apple Pay,Tablet,Social,Returning,10,2,14,6.0
Beauty,339.87,3,Delivered,Apple Pay,Tablet,Paid Search,Returning,10,2,14,5.0
Books,34.28,1,Delivered,Google Pay,Desktop,Organic,Returning,10,2,14,2.0
Electronics,480.26,2,Delivered,Apple Pay,Tablet,Email,VIP,10,2,14,1.0
Electronics,118.29,1,Pending,Google Pay,Desktop,Paid Search,VIP,10,2,14,2.0
Electronics,310.61,1,Delivered,PayPal,Desktop,Paid Search,Returning,10,2,14,2.0
Electronics,25.96,1,Shipped,Apple Pay,Mobile,Social,VIP,10,2,14,6.0
Home,240.12,1,Delivered,Google Pay,Mobile,Organic,VIP,10,2,14,5.0
Beauty,176.67,1,Shipped,Google Pay,Desktop,Social,Returning,10,2,14,1.0
Beauty,442.87,1,Delivered,Apple Pay,Mobile,Social,Returning,10,2,14,3.0
Electronics,357.5,3,Delivered,Debit Card,Tablet,Social,VIP,10,2,14,3.0
Electronics,293.1,1,Returned,PayPal,Desktop,Social,VIP,10,2,14,5.0
Home,312.28,1,Delivered,Credit Card,Mobile,Social,VIP,10,2,14,3.0
Clothing,458.55,5,Shipped,Credit Card,Desktop,Social,Returning,10,2,14,2.0
Beauty,116.72,1,Delivered,Google Pay,Desktop,Email,VIP,10,2,14,5.0
Electronics,155.19,1,Returned,Debit Card,Mobile,Paid Search,Returning,10,2,14,7.0
Books,255.09,1,Delivered,Google Pay,Desktop,Email,VIP,10,3,14,3.0
Toys,121.74,2,Delivered,Apple Pay,Tablet,Paid Search,Returning,10,3,14,5.0
